[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	
VUGGEM	L.S.Munaretto, M.Ferreira, D.P.Gouvea, A.J.Bortoluzzi, L.S.Assuncao, Juliana Inaba, T.B.Creczynski-Pasa, M.M.Sa	Tetrahedron 	76	131231	2020	C20 H19 Cl2 N3 O3 S1	methyl 2-{[(amino{[(4-methoxyphenyl)methylidene]hydrazinylidene}methyl)sulfanyl]methyl}-3-(2,4-dichlorophenyl)prop-2-enoate	(1E,3E,7Z)-4-amino-2,3-diaza-8-(2,4-dichlorophenyl)-7-methoxycarbonyl-1-(4-methoxyphenyl)-5-thiaocta-1,3,7-triene			colorless			P-1	2	7.3355	15.5477	18.8986	74.276	87.11	86.913	2070.28	7.3355	15.5477	18.8986	74.276	87.11	86.913	2070.28	517.57	1	4.0	2.0		Plate			4.37	200	1.451	1.451	3				
VUHVUP	G.Smith, D.E.Lynch, D.S.Sagatys, C.H.L.Kennard, G.F.Katekar	Aust.J.Chem. 	45	1101	1992	C8 H5 Cl2 F1 O3	(2,4-Dichloro-5-fluorophenoxy)acetic acid					herbicidal activity		P-1	2	7.048	7.514	9.33	83.77	74.94	76.45	463.256	7.048	7.514	9.33	83.77	74.94	76.45	463.256	231.628	1	2.0	1.0					6.4	295	1.714	1.713	3				
VUJHAJ	J.Elguero, M.Garcia-Rodriguez, E.Gutierrez-Puebla, A.de la Hoz, M.A.Monges, C.Pardo, M.del M.Ramos	J.Org.Chem. 	57	4151	1992	C14 H15 Cl1 N2 O3	Methyl 2,4-dimethyl-5-(4-chlorophenyl)-1,5-diazapentyl-1-(alpha-oxo)-acetate			144deg.C	yellow			P21/c	14	11.433	16.086	7.813	90.0	94.22	90.0	1433.003	7.813	11.433	16.086	90.0	90.0	94.22	1433.003	358.25075	1	4.0	1.0					5.8	295	1.366	1.37	3				
VUJMAP	Yujie Shi, Min Li, Qingping Hu, Xiaoyan Li, Hongjian Sun	Organometallics 	28	2206	2009	C21 H30 Cl1 Fe1 N1 O1 P2	Carbonyl-methyl-(2-(phenyliminomethyl)-3-chlorophenyl-C,N)-bis(trimethylphosphine)-iron(ii)							P-1	2	8.872	9.007	15.555	86.41	75.14	74.43	1157.316	8.872	9.007	15.555	86.41	75.14	74.43	1157.316	578.658	1	2.0	1.0					3.85	150	1.336	1.339	3			The temperature of the study is reported as 423 K in the .cif; we have assumed that this should be 150 K	
VUJTUR	Y.-N.Liu, S.-S.Cheng, C.Wang, D.-X.Xing, Y.Liu, X.-J.Tan	Acta Crystallogr.,Sect.C:Cryst.Struct.Chem. 	71	554	2015	C28 H20 Cl2 N4	1,1'-(1,2-Diphenylethane-1,2-diylidene)bis((4-chlorobenzylidene)hydrazine)	Benzil dihydrazone-N,N$'!-bis(4-chloro-1-formylbenzene)			yellow			P-1	2	9.661	11.492	13.018	111.04	109.532	93.954	1241.639	9.661	11.492	13.018	111.04	109.532	93.954	1241.639	620.8195	1	2.0	1.0		block			5.78	298	1.293	1.293	3		298 K		
VUNTAC	S.A.Sokov, I.S.Odin, D.M.Gusev, Yu.A.Kunavin, A.V.Vologzhanina, E.D.Voronova, A.A.Golovanov	Izv.Akad.Nauk SSSR,Ser.Khim.(Russ.)(Russ.Chem.Bull.) 	69	305	2020	C15 H11 Cl1 O4	5-[3-(4-chlorophenyl)prop-2-yn-1-ylidene]-2,2-dimethyl-1,3-dioxane-4,6-dione				yellow			P-1	2	6.5363	9.9844	11.517	109.004	98.626	99.576	683.736	6.5363	9.9844	11.517	109.004	98.626	99.576	683.736	341.868	1	2.0	1.0		plate			4.9	120	1.412	1.412	3				
VUPCAM	G.Kang, J.Kim, H.Park, T.H.Kim	Acta Crystallogr.,Sect.E:Cryst.Commun. 	71	o494	2015	C15 H14 Cl2 N2 O3	5-t-butyl-3-(2,4-dichloro-5-(prop-2-yn-1-yloxy)phenyl)-1,3,4-oxadiazol-2(3H)-one				colorless			P21/c	14	12.9132	15.3893	8.4792	90.0	107.559	90.0	1606.519	8.4792	12.9132	15.3893	90.0	90.0	107.559	1606.519	401.62975	1	4.0	1.0		block			3.6	173	1.411	1.411	3				
VUQJUP	S.T.Hulushe, M.H.Manyeruke, M.Louzada, S.Rigin, E.C.Hosten, G.M.Watkins	RSC Advances 	10	16861	2020	C14 H11 Cl1 O2	2-(benzyloxy)-5-chlorobenzaldehyde			342 K	pale brown			P21/n	14	4.9219	16.3089	14.7245	90.0	99.171	90.0	1166.838	4.9219	14.7245	16.3089	90.0	90.0	99.171	1166.838	291.7095	1	4.0	1.0	hexane	blocks			3.37	200	1.404	1.404	3				
VURJOJ	A.Gogoi, S.Guin, S.Rajamanickam, S.K.Rout, B.K.Patel	J.Org.Chem. 	80	9016	2015	C14 H9 Cl2 N3 S1	4,5-bis(4-Chlorophenyl)-2,4-dihydro-3H-1,2,4-triazole-3-thione				colorless			P21/c	14	6.2831	11.0852	21.113	90.0	92.069	90.0	1469.55	6.2831	11.0852	21.113	90.0	92.069	90.0	1469.55	367.3875	1	4.0	1.0		block			5.67	298	1.456	1.456	3		298 K		
VUWCAS	P.Parthiban, P.Rathika, V.Ramkumar, Se Mo Son, Yeon Tae Jeong	Bioorg.Med.Chem.Lett. 	20	1642	2010	C21 H22 Cl2 N2 O1	2,4-bis(4-Chlorophenyl)-N-hydroxy-7-methyl-3-azabicyclo[3.3.1]nonan-9-imine			175 deg.C	colorless			P-1	2	7.2374	11.0174	12.5577	92.163	100.008	98.625	972.834	7.2374	11.0174	12.5577	92.163	100.008	98.625	972.834	486.417	1	2.0	1.0		block			4.75	298	1.329	1.329	3		at 298 K		
VUYPUC	N.Benarous, A.Cherouana, E.Aubert, P.Durand, S.Dahaoui	J.Mol.Struct. 	1105	186	2016	C14 H8 Cl2 N2	(E)-2-((2,6-Dichlorobenzylidene)amino)benzonitrile				white			P21/c	14	4.3713	14.8152	19.5226	90.0	90.7222	90.0	1264.216	4.3713	14.8152	19.5226	90.0	90.7222	90.0	1264.216	316.054	1	4.0	1.0		prism	P21/c 		3.15	100	1.446	1.446	3			Study temperature given as 298 K and 100 K in the CIF	
VUYPUC01	N.Benarous, A.Cherouana, E.Aubert, P.Durand, S.Dahaoui	J.Mol.Struct. 	1105	186	2016	C14 H8 Cl2 N2	(E)-2-((2,6-Dichlorobenzylidene)amino)benzonitrile				colorless			Pbca	61	7.1119	14.6815	23.6491	90.0	90.0	90.0	2469.282	7.1119	14.6815	23.6491	90.0	90.0	90.0	2469.282	308.66025	1	8.0	1.0	From the Melt	prism	Pbca 		3.19	100	1.48	1.48	3				
VUYWIW	P.A.Suchetan, B.T.Gowda, S.Foro, H.Fuess	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	66	o1253	2010	C13 H9 Cl2 N1 O3 S1	4-Chloro-N-(4-chlorobenzoyl)benzenesulfonamide				colorless			Pbca	61	13.6405	9.6495	21.116	90.0	90.0	90.0	2779.372	9.6495	13.6405	21.116	90.0	90.0	90.0	2779.372	347.4215	1	8.0	1.0	toluene	prism			4.5	299	1.578	1.578	3		at 299 K		
VUZZOF	T.Hamann, D.Henschel, I.Lange, O.Moers, A.Blaschette, P.G.Jones	Z.Naturforsch.,B:Chem.Sci. 	57	1051	2002	C12 H9 Cl2 N1 O4 S2,C3 H7 N1 O1	bis(4-Chlorobenzenesulfonyl)amine dimethylformamide				colorless			P21/n	14	6.9596	8.535	32.246	90.0	93.147	90.0	1912.53	6.9596	8.535	32.246	90.0	93.147	90.0	1912.53	478.1325	2	4.0	1.0		tablet			3.94	178	1.526	1.526	3				
WABGEP01	L.Bodart, M.Prinzo, A.Derlet, N.Tumanov, J.Wouters	CrystEngComm 	23	185	2020	C27 H23 Cl2 N4 1+,C14 H10 Cl2 N1 O2 1-,C2 H6 O1	N-[(2E)-10-(4-chlorophenyl)-3-[(4-chlorophenyl)amino]-2,10-dihydrophenazin-2-ylidene]propan-2-aminium 2-(2-[(2-chloro-6-methylphenyl)amino]phenyl)acetate ethanol solvate	clofaziminium diclofenacate ethanol solvate			dark red	clofazimine has anti-mycobacterial and anti-inflammatory properties and has also been tested as a treatment for multidrug-resistant tuberculosis; diclofenac is a non-steroidal anti-inflammatory drug		P-1	2	12.5325	13.1139	13.1773	82.032	71.833	74.538	1979.613	12.5325	13.1139	13.1773	82.032	71.833	74.538	1979.613	989.8065	3	2.0	1.0		Prism			5.69	100	1.368	1.368	3				
WABGOZ	L.Bodart, M.Prinzo, A.Derlet, N.Tumanov, J.Wouters	CrystEngComm 	23	185	2020	C27 H23 Cl2 N4 1+,C14 H10 Cl2 N1 O2 1-,C2 H3 N1,2(H2 O1)	N-[(2E)-10-(4-chlorophenyl)-3-[(4-chlorophenyl)amino]-2,10-dihydrophenazin-2-ylidene]propan-2-aminium 2-(2-[(2-chloro-6-methylphenyl)amino]phenyl)acetate acetonitrile solvate dihydrate	clofaziminium diclofenacate acetonitrile solvate dihydrate			metallic dark red	clofazimine has anti-mycobacterial and anti-inflammatory properties and has also been tested as a treatment for multidrug-resistant tuberculosis; diclofenac is a non-steroidal anti-inflammatory drug		P-1	2	11.6515	11.7149	16.0793	103.558	90.461	105.25	2052.778	11.6515	11.7149	16.0793	103.558	90.461	105.25	2052.778	1026.389	4	2.0	1.0		Plate			3.12	100	1.37	1.37	3				
WABKIW	Xiong-Wei Liu, Zhen Yao, Jun Yang, Zhi-Yong Chen, Xiong-Li Liu, Zhi Zhao, Yi Lu, Ying Zhou, Yu Cao	Tetrahedron 	72	1364	2016	C28 H22 Cl2 N4 O4	4'-(2,4-dichlorophenyl)-1-methyl-3'-(3-methyl-4-nitro-1,2-oxazol-5-yl)-5'-phenylspiro[indole-3,2'-pyrrolidin]-2(1H)-one				colorless			P21/n	14	12.2068	13.537	15.7197	90.0	107.442	90.0	2478.143	12.2068	13.537	15.7197	90.0	107.442	90.0	2478.143	619.53575	1	4.0	1.0		block			4.37	100	1.473	1.473	3				
WABMUK	I.Bezkishko, V.Miluykov, O.Sinyashin, P.Lonnecke, E.Hey-Hawkins	Phosphorus,Sulfur,Silicon,Relat.Elem. 	191	665	2016	C78 H54 Cl6 N2 Ni2 O2 P6,2(C4 H8 O1),2(C1 H2 Cl2)	bis(mu!2$-3,4,5-tris(4-Chlorophenyl)-1H-1,2-diphospholyl)-dinitrosyl-bis(triphenylphosphine)-di-nickel dichloromethane tetrahydrofuran solvate				dark red			P21/n	14	16.603	12.4198	20.8391	90.0	90.105	90.0	4297.139	12.4198	16.603	20.8391	90.105	90.0	90.0	4297.139	2148.5695	3	2.0	0.5		platelet and prism			6.3	130	1.454	1.454	3				
WACHOZ	Chun-Bao Tang	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	66	o3063	2010	C15 H12 Cl2 N2 O1	N'-(2,4-Dichlorobenzylidene)-2-methylbenzohydrazide				colorless			P21/c	14	7.563	25.729	8.174	90.0	115.771	90.0	1432.366	7.563	8.174	25.729	90.0	90.0	115.771	1432.366	358.0915	1	4.0	1.0		block			4.67	298	1.424	1.424	3		at 298 K		
WACWEE	H.-K.Fun, C.K.Quah, S.Shetty, B.Kalluraya	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	66	o3131	2010	C15 H10 Br2 Cl2 O1	2,3-Dibromo-1,3-bis(4-chlorophenyl)propan-1-one				light yellow			Pbca	61	5.7599	17.1233	30.1983	90.0	90.0	90.0	2978.413	5.7599	17.1233	30.1983	90.0	90.0	90.0	2978.413	372.301625	1	8.0	1.0	ethanol	block			5.31	100	1.949	1.949	3				
WADVII	H.Kim, T.H.Kim, J.Kim, K.-M.Park	Acta Crystallogr.,Sect.E:Struct.Rep.Online 	66	o3257	2010	C11 H8 Cl2 N2 O1	Diclomezine	6-(3,5-Dichloro-4-methylphenyl)pyridazin-3(2H)-one			colorless			P21/c	14	9.745	13.85	8.481	90.0	111.557	90.0	1064.599	8.481	9.745	13.85	90.0	90.0	111.557	1064.599	266.14975	1	4.0	1.0	dichloromethane	block			3.36	173	1.592	1.591	3				
WAGDUF	S.Wise, Y.M.Badieie, R.T.Gephart, S.Mossin, M.S.Varonka, M.M.Melzer, K.Meyer, T.R.Cundari, T.H.Warren	Angew.Chem.,Int.Ed. 	49	8850	2010	C34 H26 Cl10 Cu2 N4	bis(mu!2$-chloro)-bis(N,N'-bis(2,6-dichlorophenyl)pentane-2,4-diiminato)-di-copper(ii)				green			C2/c	15	22.2766	10.8755	15.9276	90.0	100.783	90.0	3790.631	10.8755	12.39479	15.9276	99.6788	90.0	116.0218	1895.315	947.65775	1	4.0	0.5		needle			4.99	100	1.704	1.703	3				
WAJHUO	R.Maskey, C.Bendel, J.Malzacher, Lutz Greb	Chem.-Eur.J. 	26	17386	2020	C30 Cl20 O10 Si2 2-,2(C6 H16 N1 1+)	bis(di-n-propylammonium) pentakis(3,4,5,6-tetrachlorobenzene-1,2-diolato)disilicate				colorless			P-1	2	11.029	15.799	17.369	87.78	74.42	85.75	2906.719	11.029	15.799	17.369	87.78	74.42	85.75	2906.719	1453.3595	2	2.0	1.0		irregular			5.23	120	1.702	1.702	3				
WAJJAW	R.Maskey, C.Bendel, J.Malzacher, Lutz Greb	Chem.-Eur.J. 	26	17386	2020	C16 H36 N1 1+,C18 Cl12 O6 Si1 1-,C1 H2 Cl2	tetra-n-butylammonium bis[3,4,5,6-tetrachlorobenzene-1,2-diolato](3,4,5,6-tetrachlorobenzene-1,2-diolato radical)silicate				green		Air-sensitive,Moisture-sensitive	P-1	2	10.965	12.4668	17.8053	101.534	100.805	102.979	2254.003	10.965	12.4668	17.8053	101.534	100.805	102.979	2254.003	1127.0015	3	2.0	1.0		block			3.98	101	1.611	1.611	3				
WAJZAL	Xiaofeng Yang, Zhiwei Chen, Weihui Zhong	Eur.J.Org.Chem. 	2017	2258	2017	C17 H10 Cl1 N1 O3	2-(4-chlorophenyl)-1-hydroxychromeno[3,4-b]pyrrol-4(3H)-one							C2/c	15	29.8208	7.0907	28.3844	90.0	111.734	90.0	5575.235	7.0907	15.32611	26.96528	79.0968	82.445	76.6248	2787.618	348.4521875	1	16.0	2.0		block			4.96	293	1.485	1.485	3		293 K		
WAKDAP	J.Bruning, E.Alig, A.Meents, J.van de Streek, M.U.Schmidt	Z.Krist.Cryst.Mater. 	224	556	2009	C36 H22 Cl4 N4 O4	4,4'-(Hydrazine-1,2-diylidenedimethylylidene)-bis(3-hydroxy-N-(2,5-dichlorophenyl)-2-naphthamide)				orange			P-1	2	8.01296	8.39874	12.21218	78.74266	83.2444	82.01581	794.764	8.01296	8.39874	12.21218	78.7427	83.2444	82.0158	794.765	794.764	1	1.0	0.5		powder			2.71	293	1.497	1.497	3		at 293 K		
WAKMUR	D.V.Al'bov, V.B.Rybakov, E.V.Babaev, L.A.Aslanov	Kristallografiya(Russ.)(Crystallogr.Rep.) 	49	495	2004	C18 H17 Cl1 N1 O1 1+,Cl1 O4 1-	2-(4-Chlorophenyl)-5-methyl-6,7,8,9-tetrahydrooxazolo(3,2-a)quinolinium perchlorate			573K	colorless	melts with explosion		P21/c	14	8.11	17.818	12.721	90.0	100.46	90.0	1807.687	8.11	12.721	17.818	90.0	90.0	100.46	1807.687	451.92175	2	4.0	1.0	acetonitrile	prism			6.07	295	1.463	1.463	3		at 295 K		
WAMHEX	K.Mackenzie, J.A.K.Howard, S.Mason, E.C.Gravett, K.B.Astin, Liu Shi-Xiong, A.S.Batsanov, D.Vlaovic, J.P.Maher, M.Murray, D.Kendrew, C.Wilson, R.E.Johnson, T.Preiss, R.J.Gregory	J.Chem.Soc.,Perkin Trans.2 		1211	1993	C16 H14 Cl4	endo,endo-5,6,7,8-Tetrachloropentacyclo(10.2.1.1$3,10!.0$2,11!.0$4,9!)hexadeca-4(9),5,7-triene			139-140deg.C	colorless			P21/c	14	14.731	12.492	16.436	90.0	100.28	90.0	2975.995	12.492	14.731	16.436	100.28	90.0	90.0	2975.995	371.999375	1	8.0	2.0					4.4	295	1.554	1.551	3				
WAMHOH	K.Mackenzie, J.A.K.Howard, S.Mason, E.C.Gravett, K.B.Astin, Liu Shi-Xiong, A.S.Batsanov, D.Vlaovic, J.P.Maher, M.Murray, D.Kendrew, C.Wilson, R.E.Johnson, T.Preiss, R.J.Gregory	J.Chem.Soc.,Perkin Trans.2 		1211	1993	C16 H9 Cl9	endo,endo-1,5,6,7,8,12,13,14-anti-15-Nonachloropentacyclo(10.2.1.1$3,10!.0$2,11!.0$4,9!)hexadeca-4(9),5,7-triene			304-305deg.C	colorless			P-1	2	8.664	8.814	14.254	89.81	84.1	61.11	946.643	8.664	8.814	14.254	89.81	84.1	61.11	946.643	473.3215	1	2.0	1.0					3.35	295	1.825	1.825	3				
WAMQAF	K.V.N.Esguerra, Wenbo Xu, Jean-Philip Lumb	Cell Press: Chem 	2	533	2017	C16 H14 Cl2 O2	5-t-butyl-2',6'-dichlorobiphenyl-3,4-dione				light green			P21/n	14	10.4204	13.1126	11.5521	90.0	109.477	90.0	1488.135	10.4204	11.5521	13.1126	90.0	90.0	109.477	1488.135	372.03375	1	4.0	1.0		platelet			3.56	100	1.38	1.38	3				
WAMQUZ	K.V.N.Esguerra, Wenbo Xu, Jean-Philip Lumb	Cell Press: Chem 	2	533	2017	C20 H19 Cl2 N1 O1	3-t-butyl-2',6'-dichloro-5-(1H-pyrrol-1-yl)biphenyl-4-ol				light orange			P21/n	14	11.5724	10.2271	30.6018	90.0	99.596	90.0	3571.11	10.2271	11.5724	30.6018	99.596	90.0	90.0	3571.11	446.38875	1	8.0	2.0		block			5.38	100	1.34	1.34	3				
WAPSOY	K.Hazin, S.C.Serin, B.O.Patrick, M.B.Ezhova, D.P.Gates	Dalton Trans. 	46	5901	2017	C18 Cl12 O6 P1 1-,C3 H8 N1 O1 1+,0.2(C1 H2 Cl2),C3 H7 N1 O1	((dimethylamino)methylidene)oxidanium tris(3,4,5,6-tetrachlorobenzene-1,2-diolato)phosphate N,N-dimethylformamide dichloromethane solvate				colorless			Cc	9	40.2932	26.2969	16.772	90.0	104.45	90.0	17209.197	16.772	24.05758	24.05758	66.26	77.9381	77.9381	8604.596	860.45985	4	20.0	5.0		prism			5.39	100	1.8	1.798	3		twin		
WAPTAK	M.Yamamura, N.Kano, T.Kawashima	Bull.Chem.Soc.Jpn. 	85	110	2012	C24 H20 N2 P1 1+,C6 Cl5 O1 1-	2,3,3-Triphenyl-2,3-dihydro-1H-1,2,3-benzodiazaphosphol-3-ium pentachlorophenolate				yellow			P21/a	14	16.525	10.455	16.684	90.0	108.904	90.0	2727.003	10.455	16.525	16.684	108.904	90.0	90.0	2727.003	681.75075	2	4.0	1.0		block			5.62	120	1.541	1.541	3				
WARWIY	A.John, M.Bolte, H.-W.Lerner, M.Wagner	Angew.Chem.,Int.Ed. 	56	5588	2017	C36 H30 B2 Cl2,C5 H12	2,3-dichloro-5,12-bis(2,4,6-trimethylphenyl)-5,12-dihydrobenzo[3,4]cyclobuta[1,2-a]boranthrene pentane solvate				orange			P21/c	14	14.3054	32.636	15.3496	90.0	100.146	90.0	7054.218	14.3054	15.3496	32.636	90.0	90.0	100.146	7054.218	881.77725	2	8.0	2.0		plate			7.81	173	1.181	1.181	3				
WASFII	L.-E.Perret-Aebi, D.Suhr, F.Barigelletti, H.Stoeckli-Evans, M.Ziegler, A.von Zelewsky	CSD Communication(Private Communication) 			2017	C58 H62 N6 Ru1 2+,2(C18 Cl12 O6 P1 1-),4(C6 H6)	bis(2,2'-(pyridine-2,6-diyl)bis(6,6-dimethyl-5,6,7,8-tetrahydro-5,7-methanoquinoline))-ruthenium(ii) bis(tris[3,4,5,6-tetrachlorobenzene-1,2-diolato]phosphate) benzene solvate				red			P21	4	16.4405	24.3109	16.5508	90.0	114.257	90.0	6031.046	16.4405	16.5508	24.3109	90.0	90.0	114.257	6031.046	3015.523	3	2.0	1.0		rod			4.05	153	1.538	1.538	3				
WASKOQ	A.Skowronska, J.Kowara, R.Kaminski, G.Bujacz, M.W.Wieczorek	J.Org.Chem. 	65	304	2000	C6 H16 N1 1+,C19 H14 Cl8 O6 P1 1-	Triethylammonium bis(tetrachloro-o-phenylenedioxy)-(2-methyl-2-propylpropanediyl-1,3-dioxy)phosphorane				colorless			P21/n	14	9.352	24.036	14.415	90.0	94.86	90.0	3228.621	9.352	14.415	24.036	90.0	90.0	94.86	3228.621	807.15525	2	4.0	1.0		pin			4.02	295	1.553	1.553	3				
WATHIJ	E.J.Fernandez, J.M.Lopez-de-Luzuriaga, M.E.Olmos, J.Perez, A.Laguna, M.C.Lagunas	Inorg.Chem. 	44	6012	2005	C32 H8 Au2 Cl20 O1 Tl2	(Acetophenone-O)-tetrakis(pentachlorophenyl)-di-gold(i)-di-thallium(i)				colorless	luminescent		P-1	2	10.35	14.1622	14.7297	88.1049	88.2305	85.0893	2149.107	10.35	14.1622	14.7297	88.1049	88.2305	85.0893	2149.107	1074.5535	1	2.0	1.0	n-hexane/toluene	prism			3.78	223	2.967	2.967	3				
WATHOP	E.J.Fernandez, J.M.Lopez-de-Luzuriaga, M.E.Olmos, J.Perez, A.Laguna, M.C.Lagunas	Inorg.Chem. 	44	6012	2005	C29 H8 Au2 Cl20 O2 Tl2	(Acetylacetone-O)-tetrakis(pentachlorophenyl)-di-gold(i)-di-thallium(i)				colorless	luminescent		P-1	2	10.2887	14.1347	14.6246	86.7517	87.7151	85.4059	2115.248	10.2887	14.1347	14.6246	86.7517	87.7151	85.4059	2115.248	1057.624	1	2.0	1.0	n-hexane/toluene	prism			3.09	173	2.983	2.983	3				
WATHUV	E.J.Fernandez, J.M.Lopez-de-Luzuriaga, M.E.Olmos, J.Perez, A.Laguna, M.C.Lagunas	Inorg.Chem. 	44	6012	2005	C39 H16 Au2 Cl20 N2 O2 Tl2,C7 H8	(Acetylacetone-O)-(4,4'-bipyridine-N)-tetrakis(pentachlorophenyl)-di-gold(i)-di-thallium(i) toluene solvate				colorless	luminescent		P-1	2	11.4069	14.3783	17.8738	97.3468	103.2596	96.4217	2799.512	11.4069	14.3783	17.8738	97.3468	103.2596	96.4217	2799.512	1399.756	2	2.0	1.0	n-hexane/toluene	prism			3.09	173	2.549	2.549	3				
WAWNAN	J.Stewart, M.Fuchs, J.Payne, O.Driscoll, G.Kociok-Kohn, B.D.Ward, S.Herres-Pawlis, M.D.Jones	RSC Advances 	12	1416	2022	C28 H20 Cl4 N2 O2 S2 Zn1,2(C7 H8)	bis(2,4-dichloro-6-({[2-(methylsulfanyl)phenyl]imino}methyl)phenolato)-zinc toluene solvate				yellow			P21/c	14	13.8442	13.002	22.5589	90.0	97.185	90.0	4028.767	13.002	13.8442	22.5589	97.185	90.0	90.0	4028.767	1007.19175	2	4.0	1.0		needle			3.56	150	1.438	1.438	3				
WAXPIX	Michel Nguyen, L.Vendier, Jean-Luc Stigliani, B.Meunier, A.Robert	Eur.J.Inorg.Chem. 		600	2017	C24 H22 Cl4 Cu1 N4 O2,C1 H2 Cl2	(5,7-dichloro-2-((dimethylamino)methyl)quinolin-8-olato-N,O)-(5,7-dichloro-2-((dimethylamino)methyl)quinolin-8-olato-N,N',O)-copper(ii) dichloromethane solvate				yellow green			P21/n	14	10.4491	11.9343	22.2747	90.0	90.445	90.0	2777.631	10.4491	11.9343	22.2747	90.0	90.445	90.0	2777.631	694.40775	2	4.0	1.0		block			2.51	110	1.647	1.647	3				
WEBKAP	J.Mizuguchi, A.Grubenmann, G.Rihs	Acta Crystallogr.,Sect.B:Struct.Sci. 	49	1056	1993	C18 H10 Cl2 N2 O2	3,6-bis(3-Chlorophenyl)pyrrolo(3,4-c)pyrrole-1,4-dione				orange-red			P-1	2	3.785	6.845	14.485	100.79	97.6	80.91	361.972	3.785	6.845	14.47893	98.3945	97.4177	99.09	361.972	361.972	1	1.0	0.5					3.4	295	1.639	1.638	3				
WECLAU	wu xin-xing	CSD Communication(Private Communication) 			2017	C36 H23 Cl2 N1 O2	1,8-bis(4-chlorophenyl)-4,5-diphenyl-9H-carbazole-3,6-diol							P-1	2	9.1087	10.2092	15.486	74.837	89.45	84.749	1383.96	9.1087	10.2092	15.486	74.837	89.45	84.749	1383.96	691.98	1	2.0	1.0		prism			3.95	273	1.374	1.374	3				
WECXAE	Zi-Wei Gao, Cai-Yun Zhang, Ling-Xiang Gao, Gao-Feng Wang, Deng-Hui Wu, Zhao-Tie Liu	Z.Kristallogr.-New Cryst.Struct. 	220	553	2005	C7 H4 Cl2 O3	3,5-Dichloro-2-hydroxybenzoic acid	PDB Chemical Component code: C2U		493.5 K	colorless			P21/c	14	8.734	21.631	8.437	90.0	100.927	90.0	1565.062	8.437	8.734	21.631	90.0	90.0	100.927	1565.062	195.63275	1	8.0	2.0	dichloromethane/hexane	block			4.31	298	1.757	1.757	3		at 298 K		
WEDCUE	Shu-Hua Zhang, Yi-Min Jiang, Zhong-Yuan Zhou	Chin.J.Chem. 	22	1303	2004	2(C9 H12 Cl1 Cu1 N1 O6 S1),C18 H16 Cl2 Cu1 N2 O8 S2,6(H2 O1)	bis(Diaqua-(taurine-5-chlorosalicylaldehyde)-copper(ii)) bis(taurine-5-chlorosalicylaldehyde)-copper(ii) hexahydrate				blue			P-1	2	6.413	14.596	16.188	102.473	98.979	101.739	1416.496	6.413	14.596	16.188	102.473	98.979	101.739	1416.496	1416.496	3	1.0	0.5		block			4.53	294	1.662	0.0	3		at 294 K		
WEDJAT01	Xiaoming Wang, C.G.Daniliuc, F.Glorius	CSD Communication(Private Communication) 			2021	C20 H13 Cl1 S1	6-chloro-2,3-diphenyl-1-benzothiophene				colorless			P21/c	14	6.2605	12.7884	19.6596	90.0	95.471	90.0	1566.812	6.2605	12.7884	19.6596	90.0	95.471	90.0	1566.812	391.703	1	4.0	1.0		needle			4.72	223	1.36	1.36	3				
WEGXIS	N.Ch Jana, P.Brandao, A.Bauza, A.Frontera, Anangamohan Panja	J.Inorg.Biochem. 	176	77	2017	C18 H7 Cl8 Mn1 N1 O4 1-,C6 H8 N1 1+	4-methylpyridinium (4-methylpyridine)-bis(3,4,5,6-tetrachlorobenzene-1,2-diolato)-manganese(iii)				green			P21/c	14	12.0718	11.051	20.7416	90.0	92.876	90.0	2763.558	11.051	12.0718	20.7416	92.876	90.0	90.0	2763.558	690.8895	2	4.0	1.0		Block			2.71	150	1.764	1.764	3				
