[REFCODE]	[_publ_authors]	[_journal_name_full]	[_journal_volume]	[_journal_pages]	[_journal_year]	[_chemical_formula_moiety]	[_chemical_name_systematic]	[_chemical_name_common]	[_chemical_compound_source]	[_chemical_melting_point]	[_exptl_crystal_colour]	[_chemical_QUAL]	[_chemical_NOTE]	[_symmetry_space_group_name]	[_symmetry_Int_Tables_number]	[_cell_length_a]	[_cell_length_b]	[_cell_length_c]	[_cell_angle_alpha]	[_cell_angle_beta]	[_cell_angle_gamma]	[_cell_volume]	[_rcell_length_a]	[_rcell_length_b]	[_rcell_length_c]	[_rcell_angle_alpha]	[_rcell_angle_beta]	[_rcell_angle_gamma]	[_rcell_volume]	[_molecular_volume]	[_cell_RESIDUES]	[_cell_formula_units_Z]	[_cell_formula_units_Zprime]	[_exptl_crystal_preparation]	[_exptl_crystal_description]	[POLYMORPH]	[_exptl_crystal_NOTES]	[_refine_ls_R_factor]	[_cell_measurement_temperature]	[_exptl_crystal_density_CCDC]	[_exptl_crystal_density_diffrn]	[_diffrn_measurement_device]	[_exptl_DISORDER]	[_exptl_QUAL]	[_ccdc_REMARK]	[PREF]	[BATC]	[ADAT]	[MDAT]	[NBSI]	[CDRE]	[MSDB]	[NBIT]	[MATF]	[CATF]	[CCOM]	[_ccdc_NOTES]	[_ccdc_RMARKS]	[_ccdc_QUAL]	[_ccdc_PROPS]	
UWONIF	Jing-Lin Chen, Guo-Ping Gao, Bao-Sheng Di, Yan-Sheng Luo, Xue-Hua Zeng, Lu Qiu, Li-Hua He, Sui-Jun Liu, He-Rui Wen	J.Coord.Chem. 	69	2908	2016	C19 H21 Eu1 F3 N9 O8,0.5(C6 H14)	bis(nitrato)-bis(N,N-dimethylformamide)-(5-(2,2'-bipyridin-6-yl)-3-(trifluoromethyl)-1H-1,2,4-triazol-1-yl)-europium n-hexane solvate				colorless			P-1	2	9.6309	12.4332	14.3897	68.959	71.411	83.455	1524.278	9.6309	12.4332	14.3897	68.959	71.411	83.455	1524.278	762.139	2	2.0	1.0		prism			3.99	293	1.646	1.646	3		293 K		UWONIF	0	20161005	20161019	0	0	0	218	3	3			"CCDC: CCDC 1453763 "DOI: 10.1080/00958972.2016.1226501	"TEMP: 293 K	"COLOR: colorless "HABIT: prism	
UWONUR	Jing-Lin Chen, Guo-Ping Gao, Bao-Sheng Di, Yan-Sheng Luo, Xue-Hua Zeng, Lu Qiu, Li-Hua He, Sui-Jun Liu, He-Rui Wen	J.Coord.Chem. 	69	2908	2016	C19 H21 F3 N9 O8 Tb1,0.5(C6 H14)	bis(nitrato)-bis(N,N-dimethylformamide)-(5-(2,2'-bipyridin-6-yl)-3-(trifluoromethyl)-1H-1,2,4-triazol-1-yl)-terbium n-hexane solvate				colorless			P-1	2	9.5754	12.413	14.368	69.008	71.306	83.399	1510.312	9.5754	12.413	14.368	69.008	71.306	83.399	1510.312	755.156	2	2.0	1.0		block			2.8	293	1.677	1.677	3		293 K		UWONUR	0	20161005	20161019	0	0	0	218	3	3			"CCDC: CCDC 1453765 "DOI: 10.1080/00958972.2016.1226501	"TEMP: 293 K	"COLOR: colorless "HABIT: block	
UXIREZ	H.Tsurugi, K.Yamamoto, K.Mashima	J.Am.Chem.Soc. 	133	732	2011	C52 H53 Hf1 N3,C6 H14	Benzyl-(ethane-1,2-diylbis((1-(3,5-dimethylphenyl)-2-phenylethyl)azanido))-(2-(pyridin-2-yl)phenyl)-hafnium n-hexane solvate			128-130 deg.C	yellow			P-1	2	11.146	13.285	19.22	69.96	88.4	69.84	2496.717	11.146	13.285	19.22	69.96	88.4	69.84	2496.717	1248.3585	2	2.0	1.0		platelet			4.3	113	1.31	1.31	3				U3890302	951	20111011	20111011	0	0	0	143	3	3			"CCDC: CCDC 798973 "DOI: 10.1021/ja1100118	"TEMP: at 113 K	"MP: 128-130 deg.C "COLOR: yellow "HABIT: platelet	
UYEXAY	S.Schlecht, W.Frank, M.Braun	Phosphorus,Sulfur,Silicon,Relat.Elem. 	186	1585	2011	C62 H46 N2 O4 Si1,C6 H14	bis(1-(((2-hydroxy-1,1,2-triphenylethyl)imino)methyl)naphthalen-2-olato)-silicon n-hexane solvate				yellow	absolute configuration		P212121	19	13.7551	18.481	23.248	90.0	90.0	90.0	5909.828	13.7551	18.481	23.248	90.0	90.0	90.0	5909.828	1477.457	2	4.0	1.0		isometric			4.71	291	1.121	1.121	3		absolute configuration; at 291 K		U3841601	951	20111011	20111011	0	0	0	187	3	3			"CCDC: CCDC 782325 "DOI: 10.1080/10426507.2010.526041	"TEMP: at 291 K "ABS-CONFIG: absolute configuration	"COLOR: yellow "HABIT: isometric	
UZUFAY	T.Yoshimoto, HisakoHashimoto, N.Hayakawa, T.Matsuo, HiromiTobita	Organometallics 	35	3444	2016	C80 H120 O4 Si2 W2,0.5(C6 H14)	bis(mu-carbonyl)-bis((1,1,3,3,5,5,7,7-octaethyl-1,2,3,5,6,7-hexahydro-s-indacen-4-yl)silicato)-dicarbonyl-bis(eta$5!-pentamethylcyclopentadienyl)-di-tungsten hexane solvate				yellow		Air-sensitive,Moisture-sensitive	P-1	2	13.7165	14.2405	20.985	83.3105	88.5806	76.323	3955.635	13.7165	14.2405	20.985	83.3105	88.5806	76.323	3955.635	1977.8175	2	2.0	1.0		plate			4.4	150	1.354	1.354	3				UZUFAY	0	20161108	20161123	0	0	0	160	3	3			"CCDC: CCDC 1472739 "DOI: 10.1021/acs.organomet.6b00670	"TEMP: 150 K	"COLOR: yellow "HABIT: plate "SENS: Air-sensitive,Moisture-sensitive	
VAFZIP	Md A.Al Mamun, Subas Rajbangshi, Shishir Ghosh, M.G.Richmond, S.E.Kabir	J.Organomet.Chem. 	953	122034	2021	C27 H15 O9 Re2 Sb1,0.5(C6 H14)	nonakis(carbonyl)-(triphenylstibane)-di-rhenium n-hexane solvate				colorless			P-1	2	10.164	13.568	13.657	62.089	87.833	73.031	1580.916	10.164	13.568	13.657	62.089	87.833	73.031	1580.916	790.458	2	2.0	1.0		plate			1.57	150	2.144	2.144	3				VAFZIP	0	20210914	20210929	0	0	0	90	3	3			"CCDC: CCDC 2097254 "DOI: 10.1016/j.jorganchem.2021.122034	"TEMP: 150 K	"COLOR: colorless "HABIT: plate	
VAGPEA	H.Braunschweig, M.Fuss, S.K.Mohapatra, K.Kraft, T.Kupfer, M.Lang, K.Radacki, C.G.Daniliuc, P.G.Jones, M.Tamm	Chem.-Eur.J. 	16	11732	2010	C28 H52 B2 N2 P2 Pt1 Ti1,0.5(C6 H14)	(mu!2$-eta$7!-Cycloheptatrienyl(dimethylamino)boryl)-(mu!2$-eta$5!-cyclopentadienyl(dimethylamino)boryl)-bis(triethylphosphine)-platinum-titanium n-hexane solvate				blue			P21/n	14	11.6272	15.7831	19.2703	90.0	102.56	90.0	3451.726	11.6272	15.7831	19.2703	90.0	102.56	90.0	3451.726	862.9315	2	4.0	1.0		prism			1.54	100	1.513	1.513	3				Y6410706	923	20110304	20110304	0	0	0	105	3	3			"CCDC: CCDC 778699	"TEMP: at 100 K	"COLOR: blue "HABIT: prism	
VAJBER	Boyu Xie, Yanyan Zhou, Ou Sun, Pengfei Yan, Ting Gao, Hongfeng Li	J.Lumin. 	240	118431	2021	C54 H51 N2 O10 Yb1 Zn1,0.5(C6 H14),2(C1 H1 Cl3)	(mu-3,3'-{ethane-1,2-diylbis[(methylazanediyl)methylene]}-2,2'-bis(6-formyl-4-methylphenolato))-(acetato)-bis(1,3-diphenylpropane-1,3-dionato)-ytterbium-zinc chloroform hexane solvate				colorless			C2/c	15	32.4614	18.2037	23.9461	90.0	122.233	90.0	11969.434	18.2037	18.60858	22.4744	70.5904	66.1097	60.7172	5984.718	1496.17925	3	8.0	1.0		block			3.33	100	1.563	1.563	3				VAJBER	0	20210915	20210924	0	0	0	157	3	3			"CCDC: CCDC 2049509 "DOI: 10.1016/j.jlumin.2021.118431	"TEMP: 100 K	"COLOR: colorless "HABIT: block	
VAPYUJ	M.Tanabe, R.Yumoto, T.Yamada, T.Fukuta, Tsuyoshi Hoshino, K.Osakada, T.Tanase	Chem.-Eur.J. 	23	1386	2017	C48 H78 P6 Pd3 Pt1 Si4,2(C6 H14)	tris(mu-phenylsilanylidene)-tris(ethane-1,2-diylbis(dimethylphosphine))-diphenylsilyl-hydrido-tri-palladium-platinum n-hexane solvate				red		, Air-sensitive,Moisture-sensitive,Oxygen-sensitive	P212121	19	14.3371	18.418	27.026	90.0	90.0	90.0	7136.505	14.3371	18.418	27.026	90.0	90.0	90.0	7136.505	1784.12625	2	4.0	1.0	hexane	prism			3.04	150	1.526	1.526	3				VAPYUJ	0	20170501	20170801	0	0	0	128	3	3			"CCDC: CCDC 1501084 "DOI: 10.1002/chem.201604502	"TEMP: 150 K	"COLOR: red "HABIT: prism "SOURCE-CHEM: hexane "SENS: , Air-sensitive,Moisture-sensitive,Oxygen-sensitive	
VARQAG	R.Kempe, A.Spannenberg, C.Lefeber, T.Zippel, U.Rosenthal	Z.Kristallogr.-New Cryst.Struct. 	213	791	1998	C29 H28 N2 Zr1,0.5(C6 H14)	2,2-bis(eta$5!-Cyclopentadienyl)-3-methyl-1,3-diphenyl-2-pyridyl-2-zircona-aziridine n-hexane solvate			401-404K	orange			P21/n	14	8.9653	15.127	19.6653	90.0	93.265	90.0	2662.641	8.9653	15.127	19.6653	90.0	93.265	90.0	2662.641	665.66025	2	4.0	1.0		prism			4.02	295	1.344	1.344	3				VARQAG	352	19990324	20180302	707948	0	0	116	3	3			"CCDC: CCDC 106969; CCDC 409323 "FIZ: CSD 409323		"MP: 401-404K "COLOR: orange "HABIT: prism	
VATSUH	E.Lerayer, P.Renaut, S.Brandes, H.Cattey, P.Fleurat-Lessard, G.Bouhadir, D.Bourissou, J.-C.Hierso	Inorg.Chem. 	56	1966	2017	C54 H68 B2 Fe1,0.5(C6 H14)	1,1'-di-t-butyl-3,3'-bis(dimesitylboryl)ferrocene n-hexane solvate				light red			P-1	2	10.0641	13.7226	18.015	88.893	87.091	77.896	2429.431	10.0641	13.7226	18.015	88.893	87.091	77.896	2429.431	1214.7155	2	2.0	1.0		prism			4.56	115	1.145	1.145	3				VATSUH	0	20170502	20170510	0	0	0	87	3	3			"CCDC: CCDC 1474154 "DOI: 10.1021/acs.inorgchem.6b02510	"TEMP: 115 K	"COLOR: light red "HABIT: prism	
VAVFAZ	L.A.Paquette, D.G.Bolin, M.Stepanian, B.M.Branan, U.V.Mallavadhani, Jinsung Tae, S.W.E.Eisenberg, R.D.Rogers	J.Am.Chem.Soc. 	120	11603	1998	C18 H25 Cl1 Hg1 O5,0.25(C6 H14)	(5R*,6S*,11R*,16R*,22S*)-22-Chloromercurio-1,7,12,17-tetraoxatetraspiro(4.0.4.0.4.0.4.2)docosan-21-one hexane solvate			105-117 deg.C	colorless			P21/c	14	17.9274	15.3423	15.3487	90.0	108.058	90.0	4013.679	15.3423	15.3487	17.9274	108.058	90.0	90.0	4013.679	501.709875	2	8.0	2.0		plate			4.38	295	1.916	1.916	3				VAVFAZ	352	19990324	20180427	707996	0	0	127	3	3			"CCDC: CCDC 111791 "DOI: 10.1021/ja981756p		"MP: 105-117 deg.C "COLOR: colorless "HABIT: plate	
VAXQER	S.Milione, V.Bertolasi, T.Cuenca, A.Grassi	Organometallics 	24	4915	2005	C31 H53 N7 O1 Ti1,0.5(C6 H14)	((3,5-Di-t-butyl-2-phenoxy)bis(3,5-dimethylpyrazolyl)methane-N,N',O)-tris(dimethylamine)-titanium(iv) n-hexane solvate				red			P-1	2	10.7759	13.7408	14.4792	108.529	107.328	103.069	1814.586	10.7759	13.7408	14.4792	108.529	107.328	103.069	1814.586	907.293	2	2.0	1.0		prismatic			4.64	100	1.154	1.154	3				VAXQER	663	20060221	20160714	0	0	0	181	3	3			"CCDC: CCDC 290682 "DOI: 10.1021/om050063w	"TEMP: at 100 K	"COLOR: red "HABIT: prismatic	
VAXVOI	E.Mashin, Y.Kratish, A.Kaushansky, D.Bravo-Zhivotovskii, Y.Apeloig	Struct.Chem. 	28	537	2017	C27 H45 Li1 N2 Si2,0.5(C6 H14)	(N,N'-{(2,2-di-t-butyl-2-methyldisilane-1,1-diyl)bis[(2,1-phenylene)methylene]}bis(N-methylmethanamine))-lithium n-hexane solvate				orange			P21/c	14	13.968	9.405	24.765	90.0	103.57	90.0	3162.534	9.405	13.968	24.765	103.57	90.0	90.0	3162.534	790.6335	2	4.0	1.0		needle			4.76	200	1.058	1.058	3				VAXVOI	0	20170505	20170510	0	0	0	144	3	3			"CCDC: CCDC 1513609 "DOI: 10.1007/s11224-017-0910-6	"TEMP: 200.2 K	"COLOR: orange "HABIT: needle	
VEBPUO	K.Sutoh, S.Sasaki, M.Yoshifuji	Inorg.Chem. 	45	992	2006	C66 H75 Fe3 P1,0.5(C6 H14)	tris(4-Ferrocenyl-2,6-diisopropylphenyl)phosphine hexane solvate			464.0 K(dec.)	orange			P-1	2	14.3594	20.6361	10.6119	102.842	109.59	90.417	2876.942	10.6119	14.3594	20.6361	90.417	102.842	109.59	2876.942	1438.471	2	2.0	1.0		platelet			3.82	90	1.281	1.281	3				N1811101	679	20060524	20060524	0	0	0	91	3	3			"CCDC: CCDC 261625 "DOI: 10.1021/ic051038l	"TEMP: at 90.2 K	"MP: 464.0 K(dec.) "COLOR: orange "HABIT: platelet	
VEGHEW	T.Sasamori, M.Sakagami, M.Niwa, H.Sakai, Y.Furukawa, N.Tokitoh	Chem.Commun. 	48	8562	2012	C52 H50 Fe2 P2,0.25(C6 H14)	1,2-bis(2,5-bis(3,5-dimethylphenyl)ferrocenyl)diphosphene hexane solvate				red			P-1	2	14.0951	17.492	19.8743	107.8602	90.2326	103.7802	4513.864	14.0951	17.492	19.8743	107.8602	90.2326	103.7802	4513.864	1128.466	2	4.0	2.0		prism			3.86	103	1.28	1.28	3				O4582201	987	20121116	20121116	0	0	0	105	3	3			"CCDC: CCDC 879016 "DOI: 10.1039/c2cc33277a	"TEMP: at 103 K	"COLOR: red "HABIT: prism	
VEJHUO	N.K.K.Kazemifar, M.J.Stchedroff, M.A.Mottalib, S.Selva, M.Monari, E.Nordlander	Eur.J.Inorg.Chem. 		2058	2006	C25 H13 O9 Os3 P1 S1,0.25(C6 H14)	(mu!3$-eta$2!-diphenyl(2-thienyl)phosphine-C$3!,P)-(mu!2$-hydrido)-nonacarbonyl-tri-osmium n-hexane solvate				yellow			P-1	2	13.474	13.669	17.309	85.68	77.86	74.05	2996.107	13.474	13.669	17.309	85.68	77.86	74.05	2996.107	749.02675	2	4.0	2.0	dichloromethane/n-hexane	block			4.41	293	2.466	2.466	3		at 293 K		P0750803	699	20060928	20060928	0	0	0	169	3	3			"CCDC: CCDC 203204 "DOI: 10.1002/ejic.200501141	"TEMP: at 293 K	"COLOR: yellow "HABIT: block "SOURCE-CHEM: dichloromethane/n-hexane	
VENBEX	A.Arias, J.Fornies, C.Fortuno, A.Martin, M.Latronico, P.Mastrorilli, S.Todisco, V.Gallo	Inorg.Chem. 	51	12682	2012	C49 H28 F10 I2 N1 P2 Pt2 1-,C36 H30 N1 P2 1+,C3 H6 O1,0.25(C6 H14)	bis(diphenylphosphoranylidene)ammonium bis(mu!2$-diphenylphosphido)-diiodo-bis(pentafluorophenyl)-(benzo[h]quinolin-10-yl)-platinum(ii)-platinum(iv) acetone hexane solvate				yellow			P-1	2	10.3642	19.8014	20.388	88.4788	81.7974	80.0805	4079.418	10.3642	19.8014	20.388	88.4788	81.7974	80.0805	4079.418	2039.709	4	2.0	1.0		needle			4.82	100	1.746	1.746	3				O7040601	996	20130404	20130404	0	0	0	191	3	3			"CCDC: CCDC 920583 "DOI: 10.1021/ic301298p	"TEMP: at 100 K	"COLOR: yellow "HABIT: needle	
VENBOH	A.Arias, J.Fornies, C.Fortuno, A.Martin, M.Latronico, P.Mastrorilli, S.Todisco, V.Gallo	Inorg.Chem. 	51	12682	2012	C49 H28 F10 I1 N1 P2 Pd1 Pt1,C1 H2 Cl2,0.75(C6 H14)	(mu!2$-Diphenylphosphido)-(mu!2$-iodo)-(10-(diphenylphosphino)benzo[h]quinoline)-bis(pentafluorophenyl)-palladium(ii)-platinum(ii) dichloromethane hexane solvate				pale orange			P21/c	14	17.2984	13.6095	22.9239	90.0	96.7838	90.0	5359.02	13.6095	17.2984	22.9239	96.7838	90.0	90.0	5359.02	1339.755	3	4.0	1.0		parallelepiped			3.49	100	1.81	1.811	3				O7040603	996	20130404	20130404	0	0	0	155	3	3			"CCDC: CCDC 920585 "DOI: 10.1021/ic301298p	"TEMP: at 100 K	"COLOR: pale orange "HABIT: parallelepiped	
VENLIM	C.A.P.Goodwin, D.Reta, F.Ortu, N.F.Chilton, D.P.Mills	J.Am.Chem.Soc. 	139	18714	2017	C34 H58 Tm1 1+,C24 B1 F20 1-,C6 H14	bis(1,2,4-tri-t-butyl-cyclopentadienyl)-thulium tetrakis(pentafluorophenyl)borate n-hexane solvate				green			P-1	2	11.546	12.6736	21.1632	82.831	87.029	80.6448	3030.147	11.546	12.6736	21.1632	82.831	87.029	80.6448	3030.147	1515.0735	3	2.0	1.0		plate			3.37	100	1.535	1.535	3				VENLIM	0	20180122	20180124	0	0	0	95	3	3			"CCDC: CCDC 1579117 "DOI: 10.1021/jacs.7b11535	"TEMP: 100.0 K	"COLOR: green "HABIT: plate	
VESTEV	Lei Xu, Shasha Li, Liping Jiang, Guofang Zhang, Weiqiang Zhang, Ziwei Gao	RSC Advances 	8	4354	2018	C36 H18 Cl2 O8 Ru2,0.5(C6 H14)	(mu-1,6-bis(2-chlorophenyl)-1,6-dioxo-3,4-diphenylhexa-2,4-diene-2,5-diyl)-hexacarbonyl-di-ruthenium hexane solvate				colorless			P21/c	14	12.9086	18.4204	15.3269	90.0	99.825	90.0	3591.003	12.9086	15.3269	18.4204	90.0	90.0	99.825	3591.003	897.75075	2	4.0	1.0		block			4.95	153	1.655	1.655	3				VESTEV	0	20180124	20180125	0	0	0	138	3	3			"CCDC: CCDC 1553512 "DOI: 10.1039/C7RA13626A	"TEMP: 153 K	"COLOR: colorless "HABIT: block	
VESTOF	Lei Xu, Shasha Li, Liping Jiang, Guofang Zhang, Weiqiang Zhang, Ziwei Gao	RSC Advances 	8	4354	2018	C36 H18 N2 O12 Ru2,C6 H14	(mu-1,6-bis(4-nitrophenyl)-1,6-dioxo-3,4-diphenylhexa-2,4-diene-2,5-diyl)-hexacarbonyl-di-ruthenium hexane solvate				colorless			P-1	2	9.0471	12.5948	18.3765	102.293	90.06	102.35	1996.2	9.0471	12.5948	18.3765	102.293	90.06	102.35	1996.2	998.1	2	2.0	1.0		clock			3.41	153	1.595	1.595	3				VESTOF	0	20180124	20180125	0	0	0	151	3	3			"CCDC: CCDC 1545197 "DOI: 10.1039/C7RA13626A	"TEMP: 153 K	"COLOR: colorless "HABIT: clock	
VEZYOQ	R.R.Gowda, E.Y.-X Chen	Dalton Trans. 	42	9263	2013	C45 H60 N1 O2 Ti1 1+,C25 H7 B1 F15 1-,0.5(C6 H14)	Benzyl-(2,4-di-t-butyl-6-(((2,6-diisopropylphenyl)imino)methyl)phenolato)-(eta$2!-benzyl)-(tetrahydrofuran)-titanium benzyl-tris(pentafluorophenyl)borate hexane solvate				orange			P-1	2	11.026	15.5861	20.5604	84.504	74.448	73.522	3263.438	11.026	15.5861	20.5604	84.504	74.448	73.522	3263.438	1631.719	3	2.0	1.0		block			4.3	120	1.365	1.365	3				VEZYOQ	0	20130524	20150728	0	0	0	197	3	3			"CCDC: CCDC 924152 "DOI: 10.1039/C3DT50430A	"TEMP: 120 K	"COLOR: orange "HABIT: block	
VIKJUW	J.B.Waters, R.S.P.Turbervill, J.M.Goicoechea	Organometallics 	32	5190	2013	C81 H105 Hg1 N6 1-,C18 H36 K1 N2 O6 1+,0.5(C6 H14),C4 H8 O1	(4,7,13,16,21,24-hexaoxa-1,10-diazabicyclo[8.8.8]hexacosane)-potassium tris(1,3-bis(2,6-diisopropylphenyl)imidazol-2-yliden-4-yl)-mercury hexane tetrahydrofuran solvate	(2,2,2-Cryptand)-potassium tris(1,3-bis(2,6-diisopropylphenyl)imidazol-2-yliden-4-yl)-mercury hexane tetrahydrofuran solvate			colorless			P21	4	16.1359	28.5079	22.8886	90.0	95.071	90.0	10487.56	16.1359	22.8886	28.5079	90.0	90.0	95.071	10487.56	2621.89	4	4.0	2.0		block			3.83	150	1.2	1.2	3				VIKJUW	0	20131003	20150716	0	0	0	195	3	3			"CCDC: CCDC 964730 "DOI: 10.1021/om400728u	"TEMP: 150 K	"COLOR: colorless "HABIT: block	
VIKXIX	M.A.Bach, T.Beweries, V.V.Burlakov, P.Arndt, W.Baumann, A.Spannenberg, U.Rosenthal	Organometallics 	26	4592	2007	C26 H36 N2 Si1 Zr1,0.5(C6 H14)	(Dimethyl-bis(eta$5!-cyclopentadienyl)silane)-(eta$2!-3,4-dimethylene-1,2-bis(t-butylamido)cyclobut-1-ene)-zirconium hexane solvate				red			P21/n	14	9.6079	24.719	11.812	90.0	92.09	90.0	2803.456	9.6079	11.812	24.719	90.0	90.0	92.09	2803.456	700.864	2	4.0	1.0		prism			4.49	200	1.277	1.277	3				R4220302	781	20080122	20080122	0	0	0	158	3	3			"CCDC: CCDC 664224 "DOI: 10.1021/om700324k	"TEMP: at 200 K	"COLOR: red "HABIT: prism	
VIMGEE	Shihui Li, Wei Miao, Tao Tang, Dongmei Cui, Xuesi Chen, Xiabin Jing	J.Organomet.Chem. 	692	4943	2007	C38 H53 Lu1 N1 O1 P1 Si2,C6 H14	(1-diphenylphosphino-2-((2,6-dimethylphenyl)amido)benzene-N,P)-tetrahydrofuran-bis((trimethylsilyl)methyl)-lutetium n-hexane solvate							P21/c	14	10.5804	21.7161	19.5813	90.0	94.98	90.0	4482.114	10.5804	19.5813	21.7161	90.0	90.0	94.98	4482.114	1120.5285	2	4.0	1.0	toluene/n-hexane				3.73	293	1.316	0.0	3		at 293 K		R4330202	781	20080122	20080122	0	0	0	142	3	3			"CCDC: CCDC 614088 "DOI: 10.1016/j.jorganchem.2007.07.022	"TEMP: at 293 K	"SOURCE-CHEM: toluene/n-hexane	
VIMGUU	Shihui Li, Wei Miao, Tao Tang, Dongmei Cui, Xuesi Chen, Xiabin Jing	J.Organomet.Chem. 	692	4943	2007	C38 H53 N1 O1 P1 Si2 Yb1,C6 H14	(1-diphenylphosphino-2-((2,6-dimethylphenyl)amido)benzene-N,P)-tetrahydrofuran-bis((trimethylsilyl)methyl)-ytterbium n-hexane solvate							P21/c	14	10.5672	21.7677	19.6496	90.0	94.667	90.0	4504.886	10.5672	19.6496	21.7677	90.0	90.0	94.667	4504.886	1126.2215	2	4.0	1.0	toluene/n-hexane				2.87	187	1.307	1.307	3				R4330205	781	20080122	20080122	0	0	0	142	3	3			"CCDC: CCDC 628755 "DOI: 10.1016/j.jorganchem.2007.07.022	"TEMP: at 187 K	"SOURCE-CHEM: toluene/n-hexane	
VIPDOQ	S.Montanel-Perez, A.Izaga, A.Laguna, M.Dolores Villacampa, M.Concepcion Gimeno	ACS Omega 	3	13097	2018	C21 H17 Au1 F10 N2 S1,0.5(C6 H14),C3 H6 O1	((2-thiolatoethylamino)(cyclohexylamino)methylidene)-bis(pentafluorophenyl)-gold acetone n-hexane solvate				colorless			P21/n	14	11.6665	8.5287	29.7425	90.0	93.539	90.0	2953.738	8.5287	11.6665	29.7425	93.539	90.0	90.0	2953.738	738.4345	3	4.0	1.0		prism			4.39	100	1.838	1.838	3				VIPDOQ	0	20181109	20181122	0	0	0	137	3	3			"CCDC: CCDC 1846295 "DOI: 10.1021/acsomega.8b01547	"TEMP: 100 K	"COLOR: colorless "HABIT: prism	
VIRKUF	A.Hock, H.Schneider, M.J.Krahfu, U.Radius	Z.Anorg.Allg.Chem. 	644	1243	2018	C45 H59 Al1 N2 O2,0.5(C6 H14)	(1,3-bis(2,6-di-isopropylphenyl)imidazol-2-ylidene)-hydrido-bis(2,4,6-trimethylphenolato)-aluminium n-hexane solvate				colorless			P-1	2	10.5764	11.0141	19.2855	82.245	81.252	84.382	2193.239	10.5764	11.0141	19.2855	82.245	81.252	84.382	2193.239	1096.6195	2	2.0	1.0		block			4.66	100	1.105	1.105	3				VIRKUF	0	20181112	20181123	0	0	0	143	3	3			"CCDC: CCDC 1849171 "DOI: 10.1002/zaac.201800251	"TEMP: 100 K	"COLOR: colorless "HABIT: block	
VIRNAM	A.Steffen, T.Braun, B.Neumann, H.-G.Stammler	Angew.Chem.,Int.Ed. 	46	8674	2007	C57 H72 F12 N15 P3 Pd3,C6 H14,C1 H4 O1	tris(mu!2$-Purine-N$7!,N$9!)-tris(2,3,5,6-tetrafluoro-4-pyridyl)-tris(tri-isopropylphosphine)-tri-palladium(ii) n-hexane methanol solvate				colorless			P-1	2	10.609	15.342	24.764	77.328	77.797	81.833	3824.235	10.609	15.342	24.764	77.328	77.797	81.833	3824.235	1912.1175	3	2.0	1.0		plate			3.79	220	1.499	1.499	3				R6480904	794	20080407	20080407	0	0	0	175	3	3			"CCDC: CCDC 653979 "DOI: 10.1002/anie.200703393	"TEMP: at 220 K	"COLOR: colorless "HABIT: plate	
VIVSUQ	A.O.Tolpygin, A.V.Cherkasov, G.K.Fukin, A.A.Trifonov	Inorg.Chem. 	53	1537	2014	C36 H50 Cl1 N4 O2 Yb1,0.25(C6 H14),0.5(C4 H8 O1)	(N,N'-1,2-phenylenebis(N'-(2,6-dimethylphenyl)-2,2-dimethylpropanimidamido))-chloro-(1,2-dimethoxyethane)-ytterbium hexane tetrahydrofuran solvate				yellow			P-1	2	12.3731	15.9925	19.7268	86.857	78.881	82.954	3799.329	12.3731	15.9925	19.7268	86.857	78.881	82.954	3799.329	949.83225	3	4.0	2.0		prism			3.74	100	1.463	1.461	3				VIVSUQ	0	20140212	20140712	0	0	0	182	3	3			"CCDC: CCDC 963779 "DOI: 10.1021/ic402530w	"TEMP: at 100 K	"COLOR: yellow "HABIT: prism	
VIWYIM	E.Ballestero-Martinez, T.Szilvasi, T.J.Hadlington, M.Driess	Angew.Chem.,Int.Ed. 	58	3382	2019	C55 H79 As1 N4 O1 Si1 Zn1,1.5(C6 H14)	(2-arsanyl-1,3-bis[2,6-di-isopropylphenyl]-2,3-dihydro-1H-1,3,2-diazasilol-2-ol)-(N,N'-bis(2,6-di-isopropylphenyl)pentane-2,4-di-iminato)-zinc n-hexane solvate				colorless			P-1	2	12.1788	12.4035	21.5022	84.682	87.744	80.275	3186.73	12.1788	12.4035	21.5022	84.682	87.744	80.275	3186.73	1593.365	2	2.0	1.0		hexagon			4.19	150	1.157	1.155	3				VIWYIM	0	20190311	20190402	0	0	0	159	3	3			"CCDC: CCDC 1878801 "DOI: 10.1002/anie.201813521	"TEMP: 150 K	"COLOR: colorless "HABIT: hexagon	
VIXHIW	Yu Liu, Rakesh Ganguly, Han Vinh Huynh, Weng Kee Leong	Eur.J.Inorg.Chem. 		1966	2019	C39 H38 N2 O12 Os3 Pt1,C6 H14	bis(mu-carbonyl)-decacarbonyl-(1,3-bis(2,6-di-isopropylphenyl)imidazolidin-2-ylidene)-tri-osmium-platinum n-hexane solvate				red			P-1	2	12.0228	12.6612	18.2751	96.983	108.336	108.426	2428.656	12.0228	12.6612	18.2751	96.983	108.336	108.426	2428.656	1214.328	2	2.0	1.0		plate			4.01	103	2.159	2.159	3				VIXHIW	0	20190311	20190812	0	0	0	157	3	3			"CCDC: CCDC 1584299 "DOI: 10.1002/ejic.201900105	"TEMP: 103 K	"COLOR: red "HABIT: plate	
